Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
102;Marquese Chriss;PF;24;DAL;23;0;11.1;2.1;4.4;0.475;0.3;0.9;0.333;1.8;3.5;0.513;0.51;0.5;0.8;0.632;1;2.5;3.5;0.5;0.5;0.4;0.7;2.1;5
103;Josh Christopher;SG;20;HOU;61;2;17.2;2.9;6.5;0.446;0.8;2.5;0.305;2.1;4;0.535;0.505;1;1.2;0.763;0.7;1.7;2.3;1.8;0.8;0.1;1.4;1.1;7.5
104;Gary Clark;PF;27;NOP;32;1;10;0.8;2.3;0.356;0.7;1.9;0.377;0.1;0.4;0.25;0.514;0.2;0.3;0.75;0.5;2;2.5;0.4;0.3;0.2;0.2;0.5;2.5
105;Brandon Clarke;PF;25;MEM;55;1;19.4;4.5;6.9;0.653;0.1;0.4;0.2;4.4;6.5;0.678;0.658;1.4;2.1;0.658;2.1;3.4;5.5;1.3;0.6;1.1;0.5;1.9;10.4
106;Jordan Clarkson;SG;29;UTA;66;1;26.4;5.8;14;0.417;2.4;7.7;0.318;3.4;6.3;0.537;0.504;1.8;2.2;0.845;0.8;2.5;3.3;2.2;0.8;0.2;1.6;2;16
107;Nic Claxton;C;22;BRK;35;18;20.4;3.7;5.8;0.644;0;0;0;3.7;5.8;0.644;0.644;1.2;2;0.577;2;3.4;5.4;0.9;0.5;1.1;0.7;2.1;8.6
108;Amir Coffey;SG;24;LAC;59;25;23.4;3;6.8;0.441;1.4;3.7;0.362;1.6;3;0.539;0.541;1.5;1.7;0.864;0.4;2.4;2.8;1.8;0.6;0.2;0.7;1.4;8.8
109;John Collins;PF;24;ATL;54;53;30.8;6.3;11.9;0.526;1.2;3.3;0.364;5.1;8.7;0.588;0.576;2.5;3.1;0.793;1.7;6.1;7.8;1.8;0.6;1;1.1;3;16.2
110;Zach Collins;PF;24;SAS;16;2;16.1;2.1;4.4;0.479;0.6;1.3;0.429;1.6;3.1;0.5;0.542;1.2;1.4;0.826;1.8;3.1;4.9;1.8;0.4;0.8;1.5;2.4;6
111;Darren Collison;PG;34;LAL;3;0;12.3;0.7;2.3;0.286;0;1;0;0.7;1.3;0.5;0.286;0;0;0;0;1.3;1.3;0.7;0.3;0;0.3;1.7;1.3
112;Mike Conley;PG;34;UTA;61;61;28.2;4.6;10.8;0.427;2.3;5.7;0.407;2.3;5.1;0.449;0.534;1.9;2.3;0.83;0.6;2.4;3;5.3;1.3;0.3;1.7;1.9;13.5
113;Pat Connaughton;SG;29;MIL;54;18;27;3.6;7.7;0.467;2.3;5.7;0.407;1.3;2;0.639;0.618;0.6;0.7;0.811;0.7;3.7;4.4;1.2;0.9;0.3;0.6;1.4;10.1
114;Tyler Cook;PF;24;CHI;19;2;10.3;1.2;1.9;0.611;0;0;0;1.2;1.9;0.611;0.611;1.1;1.6;0.645;0.8;1.9;2.7;0.2;0.2;0.2;0.4;1.4;3.4
115;Sharife Cooper;PG;20;ATL;11;0;3.2;0.3;1.3;0.214;0.1;0.5;0.167;0.2;0.7;0.25;0.25;0;0;0;0;0.5;0.5;0.5;0;0;0.5;0.1;0.6
116;Petr Cornelie;PF;26;DEN;13;0;2.9;0.4;1.2;0.333;0.1;0.6;0.125;0.3;0.5;0.571;0.367;0.2;0.3;0.75;0.5;0.5;1.1;0.2;0.1;0.1;0.3;0.5;1.1
117;DeMarcus Cousins;C;31;TOT;36;6;15.6;3.1;7;0.442;0.8;2.6;0.301;2.3;4.4;0.525;0.498;2.1;2.8;0.75;1.5;4.4;5.9;1.5;0.9;0.5;1.7;3;9
117;DeMarcus Cousins;C;31;MIL;17;5;16.9;3.2;6.9;0.466;0.8;2.8;0.271;2.5;4.1;0.6;0.521;1.8;2.2;0.816;1.4;4.4;5.8;1.1;0.9;0.5;0.9;2.7;9.1
117;DeMarcus Cousins;C;31;DEN;19;1;14.5;2.9;7;0.421;0.8;2.4;0.333;2.2;4.6;0.466;0.477;2.3;3.3;0.71;1.5;4.5;6;1.8;0.9;0.5;2.4;3.3;9
118;Robert Covington;PF-SF;31;TOT;61;40;27.9;2.7;6.8;0.397;1.6;4.6;0.345;1.1;2.3;0.5;0.512;0.7;0.9;0.83;0.9;4.7;5.6;1.3;1.5;1.3;1.1;2.7;7.7
118;Robert Covington;PF;31;POR;48;40;29.8;2.7;7;0.381;1.6;4.8;0.343;1;2.2;0.462;0.499;0.6;0.8;0.833;0.9;4.9;5.7;1.4;1.5;1.3;1.2;2.8;7.6
118;Robert Covington;SF;31;LAC;13;0;20.8;2.8;6.2;0.463;1.3;3.7;0.354;1.5;2.5;0.625;0.569;1.1;1.3;0.824;1;4.2;5.2;1;1.4;1.2;0.8;2.4;8.1
119;Torrey Craig;SF;31;TOT;66;15;20.3;2.5;5.6;0.447;0.9;2.9;0.316;1.6;2.7;0.587;0.528;0.6;0.8;0.74;1.1;2.9;4;1.2;0.5;0.5;0.8;1.8;6.5
119;Torrey Craig;SF;31;IND;51;14;20.3;2.5;5.5;0.456;0.9;2.7;0.333;1.6;2.8;0.573;0.537;0.5;0.7;0.771;1.2;2.7;3.8;1.1;0.5;0.4;0.8;1.9;6.5
119;Torrey Craig;SF;31;PHO;15;1;20.5;2.5;5.9;0.42;0.9;3.5;0.269;1.5;2.4;0.639;0.5;0.7;1;0.667;0.9;3.8;4.7;1.3;0.6;0.9;1.1;1.8;6.5
120;Jae Crowder;PF;31;PHO;59;59;28.3;3.3;8.2;0.406;1.9;5.4;0.346;1.5;2.8;0.521;0.52;1.1;1.4;0.798;0.5;4.8;5.3;1.8;1.4;0.4;0.8;2.5;9.6
121;Jarrett Culver;SG;22;MEM;30;0;8.9;1.4;3.5;0.396;0.3;1.2;0.27;1.1;2.3;0.464;0.443;0.4;0.8;0.48;0.4;1;1.3;1;0.6;0.1;0.5;1.1;3.5
122;Jarron Cumberland;SG;24;POR;3;0;4;0.3;0.7;0.5;0;0.3;0;0.3;0.3;1;0.5;0;0;0;0.3;0.7;1;0.3;0;0;0;0.7;0.7
123;Cade Cunningham;PG;20;DET;54;54;32.5;6.5;16;0.405;1.9;6;0.321;4.6;10;0.456;0.465;2.1;2.4;0.854;0.9;4.9;5.9;5.3;1.1;0.6;3.5;3.1;16.9
124;Seth Curry;SG;31;TOT;56;56;34.1;5.8;11.9;0.485;2.4;5.8;0.412;3.4;6.1;0.554;0.585;1.3;1.5;0.869;0.3;3;3.3;3.9;0.8;0.2;1.8;2.3;15.2
124;Seth Curry;SG;31;PHI;45;45;34.8;5.7;11.7;0.485;2.2;5.6;0.4;3.5;6.2;0.561;0.58;1.4;1.6;0.877;0.4;3;3.4;4;0.8;0.2;1.9;2.2;15
124;Seth Curry;SG;31;BRK;11;11;31.3;6;12.4;0.485;3;6.6;0.452;3;5.7;0.524;0.607;0.8;1;0.818;0.2;3;3.2;3.2;1;0.2;1.6;2.5;15.8
125;Stephen Curry;PG;33;GSW;64;64;34.5;8.4;19.1;0.437;4.5;11.7;0.38;3.9;7.4;0.527;0.554;4.3;4.7;0.923;0.5;4.7;5.2;6.3;1.3;0.4;3.2;2;25.5
126;Anthony Davis;C;28;LAL;37;37;35.1;9.2;17.2;0.537;0.3;1.8;0.182;8.9;15.4;0.578;0.546;4.4;6.1;0.709;2.8;6.9;9.7;2.9;1.2;2.3;2.1;2.5;23.1
127;Ed Davis;C;32;CLE;25;3;7.4;0.4;0.6;0.688;0;0;0;0.4;0.6;0.688;0.688;0.2;0.6;0.429;0.5;1.9;2.4;0.2;0.1;0.3;0.2;1.2;1.1
128;Terence Davis;SG;24;SAC;30;11;17.9;3.8;8.9;0.423;1.6;5;0.329;2.1;3.9;0.542;0.515;1.2;1.5;0.818;0.4;2.8;3.1;1.3;0.8;0.4;1.1;2.3;10.4
129;Gabriel Deck;PF;26;OKC;7;0;8;1.1;2;0.571;0.3;0.6;0.5;0.9;1.4;0.6;0.643;0;0;0;0.1;0.7;0.9;0.7;0.1;0;0.3;0.3;2.6
130;Dewayne Dedmon;C;32;MIA;60;15;16;2.4;4.3;0.562;0.3;0.6;0.457;2.2;3.8;0.578;0.592;1.1;1.3;0.797;1.7;4.2;5.9;0.8;0.4;0.6;1;2.5;6.2
131;Sam Dekker;PF;27;TOR;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132;Javin DeLaurier;C;23;MIL;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0
133;DeMar DeRozan;PF;32;CHI;65;65;36.1;10.2;20.2;0.504;0.6;1.8;0.356;9.6;18.4;0.519;0.52;6.9;7.9;0.871;0.8;4.6;5.4;5.2;0.9;0.3;2.4;2.2;27.9
134;Mamadi Diakite;PF;25;OKC;13;3;14.5;1.9;3.6;0.532;0;0.4;0;1.9;3.2;0.595;0.532;0.5;0.8;0.545;1.3;3.2;4.5;0.2;0.4;0.7;0.5;2.5;4.3
135;Cheick Diallo;C;25;DET;3;0;10.3;1;2.7;0.375;0;0;0;1;2.7;0.375;0.375;1.7;2;0.833;1.3;2.7;4;0;0.3;0;0.3;2;3.7
136;Hamidou Diallo;SG;23;DET;58;29;21.9;4.5;9.1;0.496;0.4;1.6;0.247;4.1;7.5;0.55;0.518;1.6;2.4;0.65;1.2;3.6;4.8;1.3;1.2;0.3;1;2.5;11
137;Gorgui Dieng;C;32;ATL;40;3;8.9;1.3;2.6;0.481;0.7;1.5;0.433;0.6;1.1;0.545;0.606;0.4;0.6;0.708;0.8;2.1;2.9;0.8;0.3;0.3;0.5;1.2;3.6
138;Spencer Dinwiddie;PG;28;TOT;56;49;30.4;4.6;11.4;0.404;1.7;5.1;0.335;2.9;6.3;0.46;0.479;2.9;3.7;0.786;0.7;3.6;4.3;5.5;0.7;0.2;1.6;2.4;13.8
138;Spencer Dinwiddie;PG;28;WAS;44;44;30.2;4.2;11.2;0.376;1.6;5.1;0.31;2.6;6;0.432;0.447;2.6;3.3;0.811;0.8;3.9;4.7;5.8;0.6;0.2;1.7;2.4;12.6
138;Spencer Dinwiddie;PG;28;DAL;12;5;31;6;12;0.5;2.1;4.8;0.431;3.9;7.2;0.547;0.587;3.8;5.3;0.73;0.2;2.6;2.8;4.3;0.8;0.2;1.3;2.4;17.9
139;Donte DiVincenzo;SG;25;TOT;31;1;22.1;2.5;7.4;0.345;1.5;4.8;0.324;1;2.6;0.383;0.45;1.5;1.6;0.882;1;2.8;3.8;2.3;1;0.2;1.4;1.5;8.1
139;Donte DiVincenzo;SG;25;MIL;17;0;20.1;2.3;6.9;0.331;1.2;4.4;0.284;1.1;2.6;0.409;0.419;1.4;1.6;0.852;1.1;2.5;3.5;1.7;0.6;0.2;1.6;1.5;7.2
139;Donte DiVincenzo;SG;25;SAC;14;1;24.6;2.9;7.9;0.36;1.9;5.3;0.365;0.9;2.6;0.351;0.482;1.6;1.7;0.917;0.9;3.3;4.1;3;1.4;0.1;1.1;1.6;9.2
140;Luka Don?i?;PG;22;DAL;53;53;35.7;9.9;21.8;0.455;2.9;8.5;0.341;7;13.2;0.528;0.522;5.5;7.4;0.744;0.9;8.4;9.3;8.6;1.2;0.6;4.5;2.3;28.2
141;Luguentz Dort;SF;22;OKC;51;51;32.6;5.7;14.2;0.404;2.5;7.7;0.332;3.2;6.6;0.487;0.493;3.2;3.7;0.843;0.7;3.4;4.2;1.7;0.9;0.4;1.7;2.9;17.2
142;Ayo Dosunmu;SG;22;CHI;64;30;27;3.5;6.6;0.527;0.9;2.4;0.397;2.5;4.3;0.599;0.598;0.7;1;0.672;0.3;2.5;2.8;3.3;0.8;0.4;1.4;2.3;8.6
143;Damyean Dotson;SG;27;NYK;2;0;10.5;1;2;0.5;0;0.5;0;1;1.5;0.667;0.5;0;0;0;0;1;1;0.5;0;0;0;0;2
144;Devon Dotson;PG;22;CHI;11;0;7.7;1;2.1;0.478;0.2;0.8;0.222;0.8;1.3;0.643;0.522;0.5;0.8;0.556;0.1;0.7;0.8;1.4;0.1;0;0.5;1;2.6
145;Sekou Doumbouya;PF;21;LAL;2;0;8;2.5;4;0.625;0.5;1;0.5;2;3;0.667;0.688;1.5;2;0.75;1;2;3;0;1.5;1;1;0.5;7
146;Jeff Dowtin;PG;24;TOT;5;0;6.2;0.6;1.4;0.429;0;0.4;0;0.6;1;0.6;0.429;0;0;0;0.2;1.2;1.4;0.6;0;0.2;0.2;0.4;1.2
146;Jeff Dowtin;PG;24;GSW;4;0;7;0.8;1.5;0.5;0;0.3;0;0.8;1.3;0.6;0.5;0;0;0;0.3;1.5;1.8;0.8;0;0.3;0.3;0.5;1.5
146;Jeff Dowtin;PG;24;MIL;1;0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
147;PJ Dozier;SG;25;DEN;18;0;18.9;2;5.5;0.364;0.8;2.7;0.313;1.2;2.8;0.412;0.439;0.6;0.7;0.769;0.8;2.7;3.5;1.6;0.6;0.3;0.7;1.8;5.4
148;Goran Dragi?;PG;35;TOT;15;6;22;2.7;7.1;0.383;0.8;2.8;0.286;1.9;4.3;0.446;0.439;1.3;1.7;0.8;0.5;2.3;2.8;3.6;0.7;0.1;1.1;2.1;7.6
148;Goran Dragi?;PG;35;TOR;5;2;18;2.6;6.8;0.382;0.8;2.8;0.286;1.8;4;0.45;0.441;2;2;1;0.4;2.4;2.8;1.8;1;0.2;0.2;1.6;8
148;Goran Dragi?;PG;35;BRK;10;4;24;2.8;7.3;0.384;0.8;2.8;0.286;2;4.5;0.444;0.438;1;1.5;0.667;0.6;2.2;2.8;4.5;0.6;0.1;1.6;2.3;7.4
149;Andre Drummond;C;28;TOT;62;25;19;3;5.4;0.563;0;0;0;3;5.3;0.568;0.563;1.1;2.1;0.504;2.9;6.1;9;1.9;1;0.9;1.6;2.5;7.1
149;Andre Drummond;C;28;PHI;49;12;18.4;2.6;4.9;0.538;0;0;0;2.6;4.8;0.542;0.538;0.9;1.7;0.512;2.8;6.1;8.8;2;1.1;0.9;1.6;2.5;6.1
149;Andre Drummond;C;28;BRK;13;13;21.4;4.5;7.2;0.628;0;0.1;0;4.5;7.2;0.634;0.628;1.8;3.8;0.49;3.2;6.4;9.6;1.7;0.6;1;1.8;2.8;10.9
150;Chris Duarte;SG;24;IND;55;39;28;4.9;11.3;0.432;1.7;4.6;0.369;3.2;6.7;0.475;0.507;1.6;2;0.804;0.7;3.4;4.1;2.1;1;0.2;1.6;1.7;13.1
151;David Duke Jr.;PG;22;BRK;21;7;16.2;1.9;5.1;0.361;0.4;1.8;0.243;1.4;3.4;0.423;0.403;0.8;1;0.81;1.4;1.8;3.2;0.8;0.7;0.3;0.4;1.7;5
152;Kris Dunn;PG;27;POR;2;0;23.5;3.5;7.5;0.467;0.5;1;0.5;3;6.5;0.462;0.5;0;0;0;0;3;3;5;1.5;0;3;4.5;7.5
153;Kevin Durant;PF;33;BRK;43;43;36.6;10.5;20.2;0.519;1.9;5.2;0.372;8.5;15;0.57;0.567;6.3;7;0.898;0.6;6.7;7.2;6;0.8;0.9;3.2;2.1;29.2
154;Jaime Echenique;C;24;WAS;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155;Anthony Edwards;SG;20;MIN;61;61;34.3;7.5;17.4;0.431;3;8.5;0.351;4.5;9;0.507;0.516;3.1;4;0.776;0.9;3.8;4.7;3.7;1.5;0.7;2.7;2.3;21
156;Kessler Edwards;SF;21;BRK;36;20;22.2;2.4;5.9;0.411;1.1;3.1;0.355;1.4;2.9;0.471;0.502;0.3;0.4;0.8;1;2.9;3.9;0.7;0.7;0.5;1.1;1.8;6.3
157;Rob Edwards;SG;25;OKC;2;0;5.5;0.5;2;0.25;0.5;2;0.25;0;0;0;0.375;0;0;0;0;1.5;1.5;0;0;0;0.5;0;1.5
158;CJ Elleby;SF;21;POR;44;15;17.8;1.8;4.6;0.396;0.5;1.8;0.275;1.3;2.8;0.475;0.45;0.9;1.2;0.769;1;2.5;3.5;1.2;0.5;0.3;0.8;2;5
159;Wayne Ellington;SG;34;LAL;40;9;18.6;2.2;5.3;0.408;1.9;4.8;0.393;0.3;0.6;0.545;0.585;0.1;0.1;0.8;0.3;1.5;1.7;0.7;0.6;0.1;0.4;1;6.3
160;Joel Embiid;C;27;PHI;56;56;33.4;9.4;19.3;0.489;1.4;3.7;0.365;8.1;15.5;0.518;0.524;9.8;11.9;0.821;2.1;9.3;11.4;4.4;1;1.4;3;2.7;29.9
161;James Ennis III;SF;31;TOT;7;0;8;1.6;3.4;0.458;0.4;1.1;0.375;1.1;2.3;0.5;0.521;0.6;0.7;0.8;0.7;1;1.7;0.4;0.3;0.3;0.3;0.7;4.1
