Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
450;Kristaps Porzi??is;PF;26;DAL;34;34;29.5;6.7;14.9;0.451;1.4;5.1;0.283;5.3;9.9;0.537;0.499;4.3;5;0.865;1.9;5.8;7.7;2;0.7;1.7;1.6;2.6;19.2
450;Kristaps Porzi??is;PF;26;WAS;5;5;24.6;6;12.4;0.484;1.2;3.8;0.316;4.8;8.6;0.558;0.532;6.6;7.6;0.868;2.4;4.6;7;2;0.4;1.4;1.4;2.6;19.8
451;Micah Potter;C;23;DET;3;0;10.3;1.7;3.7;0.455;0;0.7;0;1.7;3;0.556;0.455;0.7;0.7;1;1.3;1.7;3;0;0.3;0.3;0.3;1.3;4
452;Dwight Powell;C;30;DAL;69;58;21.2;3;4.6;0.653;0.2;0.5;0.371;2.8;4.1;0.688;0.674;1.8;2.3;0.765;2.1;2.5;4.7;1.1;0.5;0.4;0.8;2.6;8
453;Myles Powell;PG;24;PHI;11;0;4.7;0.5;1.5;0.294;0.1;0.5;0.167;0.4;1;0.364;0.324;0.2;0.2;1;0.1;0.5;0.5;0.3;0.1;0;0.3;0.7;1.2
454;Norman Powell;SF-SG;28;TOT;43;41;32.9;6.2;13.6;0.457;2.3;5.7;0.407;3.9;7.9;0.493;0.542;4.1;5.1;0.807;0.5;2.8;3.3;2.2;1;0.4;1.6;2.3;18.8
454;Norman Powell;SF;28;POR;40;39;33.3;6.2;13.6;0.456;2.3;5.7;0.406;3.9;7.8;0.492;0.542;4;5;0.803;0.4;2.9;3.3;2.1;1;0.4;1.6;2.3;18.7
454;Norman Powell;SG;28;LAC;3;2;26.7;6.7;14;0.476;2;4.7;0.429;4.7;9.3;0.5;0.548;5.7;6.7;0.85;1;2;3;4;0.7;0.7;1.7;2.7;21
455;Joshua Primo;SG;19;SAS;38;4;16.8;1.7;4.7;0.367;0.8;2.5;0.313;0.9;2.1;0.432;0.452;0.7;1;0.73;0.8;1.5;2.2;1.4;0.3;0.4;0.9;1.4;4.9
456;Taurean Prince;PF;27;MIN;59;8;16.5;2.4;5.3;0.455;1.2;3.2;0.376;1.2;2.1;0.573;0.568;0.8;1.1;0.746;0.3;2.1;2.4;0.9;0.7;0.3;0.8;1.5;6.8
457;Payton Pritchard;SG;24;BOS;59;2;12.9;1.9;4.8;0.396;1.1;3;0.369;0.8;1.8;0.439;0.511;0.3;0.3;1;0.4;1.3;1.6;1.7;0.2;0.1;0.6;0.9;5.2
458;Trevelin Queen;SG;24;HOU;10;0;7.4;1.5;3.3;0.455;0.9;2.4;0.375;0.6;0.9;0.667;0.591;0.4;0.4;1;0.7;0.9;1.6;0.4;0.5;0.1;0.7;0.6;4.3
459;Neemias Queta;C;22;SAC;10;0;5.6;0.9;2.3;0.391;0;0;0;0.9;2.3;0.391;0.391;0.3;0.5;0.6;1.1;0.8;1.9;0.4;0.1;0.4;0.4;1.1;2.1
460;Immanuel Quickley;PG;22;NYK;65;2;22;3.3;8.6;0.383;1.6;4.8;0.341;1.6;3.8;0.437;0.478;2;2.1;0.914;0.4;2.4;2.8;3.1;0.6;0;1.3;2.2;10.1
461;Jahmi'us Ramsey;SG;20;SAC;19;0;7.1;1.3;3.1;0.414;0.3;0.9;0.278;1;2.1;0.475;0.457;0.4;0.7;0.5;0.2;0.5;0.7;0.4;0.1;0.1;0.3;0.5;3.2
462;Julius Randle;PF;27;NYK;67;67;35.5;7.2;17.3;0.418;1.7;5.3;0.313;5.6;12;0.465;0.466;4.3;5.6;0.77;1.7;8.2;9.9;5.2;0.8;0.6;3.4;2.9;20.4
463;Austin Reaves;SG;23;LAL;50;11;22.4;2.3;4.8;0.479;0.8;2.6;0.318;1.4;2.1;0.679;0.567;1.2;1.5;0.838;0.5;2.2;2.7;1.3;0.4;0.4;0.6;1.5;6.6
464;Cam Reddish;SF;22;TOT;49;7;20.7;3.4;8.3;0.404;1.3;3.8;0.359;2;4.6;0.442;0.485;2.1;2.3;0.902;0.5;1.6;2.1;1;1;0.3;1.2;1.2;10.1
464;Cam Reddish;SF;22;ATL;34;7;23.4;4.1;10.1;0.402;1.7;4.5;0.379;2.4;5.6;0.421;0.487;2.1;2.4;0.9;0.6;1.9;2.5;1.1;1;0.3;1.3;1.3;11.9
464;Cam Reddish;SF;22;NYK;15;0;14.3;1.8;4.3;0.415;0.5;2.1;0.258;1.3;2.3;0.559;0.477;1.9;2.1;0.906;0.3;1.1;1.4;0.7;0.8;0.3;0.9;1;6.1
465;Davon Reed;SG;26;DEN;38;5;13.5;1.6;3.3;0.492;0.8;1.9;0.444;0.8;1.4;0.556;0.619;0.2;0.3;0.8;0.3;2;2.3;1;0.5;0.2;0.3;1.3;4.3
466;Paul Reed;C;22;PHI;29;2;8.4;1.1;2.3;0.463;0.1;0.2;0.333;1;2.1;0.475;0.478;0.1;0.3;0.4;1.1;1.2;2.4;0.4;0.7;0.4;0.3;1.3;2.3
467;Naz Reid;C;22;MIN;66;5;16;3;6.2;0.489;0.7;2.1;0.348;2.3;4.1;0.56;0.547;1.6;2;0.763;1.4;2.7;4;0.9;0.5;1;1.1;2.2;8.4
468;Nick Richards;C;24;CHO;45;5;7.8;1.3;1.9;0.671;0;0;0;1.3;1.9;0.671;0.671;0.7;1;0.698;0.7;1.1;1.8;0.3;0.2;0.4;0.5;1.1;3.2
469;Josh Richardson;SG;28;TOT;54;5;24.3;3.3;7.8;0.43;1.4;3.4;0.408;1.9;4.4;0.447;0.519;1.3;1.5;0.867;0.7;2.2;2.9;1.6;0.7;0.5;1;1.8;9.4
469;Josh Richardson;SG;28;BOS;44;0;24.7;3.5;7.8;0.443;1.4;3.5;0.397;2;4.3;0.481;0.534;1.4;1.6;0.859;0.6;2.3;2.8;1.5;0.8;0.5;0.9;1.9;9.7
469;Josh Richardson;SG;28;SAS;10;5;22.4;2.8;7.6;0.368;1.3;2.8;0.464;1.5;4.8;0.313;0.454;1.1;1.2;0.917;1.2;1.9;3.1;2.3;0.6;0.5;1.3;1.6;8
470;Austin Rivers;SG;29;DEN;55;16;21.9;2.3;5.5;0.419;1.2;3.6;0.342;1.1;1.9;0.569;0.532;0.5;0.7;0.711;0.3;1.4;1.7;1.3;0.8;0.1;0.8;1.7;6.3
471;Duncan Robinson;SG;27;MIA;67;62;26.6;3.8;9.5;0.396;3;8.1;0.366;0.8;1.4;0.563;0.552;0.7;0.9;0.842;0.3;2.4;2.8;1.7;0.5;0.2;0.8;2.6;11.2
472;Justin Robinson;PG;24;TOT;25;0;12.2;1.1;3.7;0.301;0.7;2.4;0.295;0.4;1.3;0.313;0.398;0.2;0.3;0.5;0.2;0.7;0.8;1.3;0.4;0;0.7;1.1;3.1
472;Justin Robinson;PG;24;MIL;17;0;11.6;1.1;3.4;0.316;0.6;2.2;0.27;0.5;1.2;0.4;0.404;0.1;0.1;1;0.1;0.6;0.8;1.2;0.5;0;0.6;1;2.8
472;Justin Robinson;PG;24;SAC;3;0;5;0.3;2.7;0.125;0;1;0;0.3;1.7;0.2;0.125;0;0;0;0;0.3;0.3;0.7;0;0;0.3;0.7;0.7
472;Justin Robinson;PG;24;DET;5;0;18.2;1.8;5.6;0.321;1.6;4.2;0.381;0.2;1.4;0.143;0.464;0.4;1.2;0.333;0.4;1;1.4;1.8;0.2;0.2;1;1.6;5.6
473;Mitchell Robinson;C;23;NYK;63;54;25.1;3.6;4.7;0.771;0;0;0;3.6;4.7;0.771;0.771;1.2;2.4;0.487;3.9;4.8;8.7;0.5;0.7;1.8;0.8;2.7;8.3
474;Jeremiah Robinson-Earl;C;21;OKC;44;36;23;2.7;6.6;0.401;1.1;3.4;0.333;1.5;3.2;0.472;0.486;0.7;1;0.714;1.6;4.2;5.8;1;0.6;0.3;0.8;1.7;7.1
475;Isaiah Roby;PF;23;OKC;32;16;18.1;3.1;6;0.518;0.7;1.7;0.4;2.4;4.3;0.565;0.575;1.5;2.1;0.727;1.4;2.8;4.1;1.1;0.7;0.5;0.8;2.3;8.4
476;Rajon Rondo;PG;35;TOT;35;1;18.1;1.8;4.7;0.382;0.7;2.3;0.329;1.1;2.5;0.43;0.461;0.5;0.7;0.731;0.4;2.5;2.9;4.2;0.7;0.2;1.8;1.4;4.9
476;Rajon Rondo;PG;35;LAL;18;0;16.1;1.3;3.9;0.324;0.4;1.7;0.267;0.8;2.3;0.366;0.38;0.1;0.1;0.5;0.6;2.2;2.7;3.7;0.7;0.3;1.9;1.4;3.1
476;Rajon Rondo;PG;35;CLE;17;1;20.4;2.4;5.5;0.426;1.1;2.9;0.367;1.3;2.6;0.489;0.521;1.1;1.4;0.75;0.2;2.8;3;4.6;0.8;0.1;1.8;1.4;6.8
477;Derrick Rose;PG;33;NYK;26;4;24.5;4.7;10.5;0.445;1.4;3.5;0.402;3.3;7;0.467;0.513;1.2;1.2;0.968;0.8;2.2;3;4;0.8;0.5;1.5;0.6;12
478;Terrence Ross;SG;30;ORL;59;0;23.3;3.5;8.8;0.395;1.2;4.2;0.296;2.3;4.7;0.484;0.465;1.8;2.1;0.868;0.3;2.2;2.5;1.9;0.5;0.2;1.3;1.1;10
479;Terry Rozier;SG;27;CHO;61;61;34;7.2;16.3;0.443;3.1;8.3;0.378;4;7.9;0.51;0.539;2.1;2.6;0.84;0.8;3.6;4.3;4.4;1.3;0.3;1.3;1.6;19.7
480;Ricky Rubio;PG;31;CLE;34;8;28.5;4.4;12.1;0.363;1.7;5.1;0.339;2.6;7;0.38;0.434;2.6;3;0.854;0.4;3.7;4.1;6.6;1.4;0.2;2.6;2.2;13.1
481;D'Angelo Russell;PG;25;MIN;56;56;32.2;6.4;15.3;0.414;2.9;8.2;0.347;3.5;7.1;0.492;0.508;3;3.7;0.824;0.4;3;3.4;7.1;1;0.4;2.6;2.1;18.6
482;Domantas Sabonis;C-PF;25;TOT;60;59;34.5;7.1;12.4;0.572;0.6;2.1;0.301;6.5;10.4;0.625;0.597;3.9;5.3;0.741;3.2;8.8;12;5.2;0.9;0.4;3.2;3.3;18.7
482;Domantas Sabonis;C;25;IND;47;46;34.7;7;12.1;0.58;0.7;2.3;0.324;6.3;9.9;0.639;0.61;4.1;5.5;0.74;3.3;8.8;12.1;5;1;0.5;3;3.1;18.9
482;Domantas Sabonis;PF;25;SAC;13;13;33.6;7.3;13.4;0.546;0.2;1.2;0.133;7.2;12.2;0.585;0.552;3.3;4.5;0.741;2.9;8.8;11.8;5.8;0.8;0.3;3.5;3.8;18.1
483;Olivier Sarr;C;22;OKC;13;1;15.2;1.8;3.6;0.511;0.4;1;0.385;1.5;2.6;0.559;0.564;0.7;0.9;0.75;1.4;2.1;3.5;0.6;0.2;0.5;1;2.2;4.8
484;Tomáš Satoransk?;SG;30;TOT;41;3;14.6;1;3.1;0.328;0.1;0.9;0.167;0.9;2.2;0.391;0.352;0.8;0.9;0.816;0.5;1.5;2;2.3;0.5;0.1;0.7;1;3
484;Tomáš Satoransk?;SG;30;NOP;32;3;15;1;3.3;0.299;0.2;1;0.161;0.8;2.4;0.355;0.322;0.6;0.8;0.76;0.6;1.4;2;2.4;0.4;0;0.7;1;2.8
484;Tomáš Satoransk?;SG;30;SAS;1;0;9;0;0;0;0;0;0;0;0;0;0;3;4;0.75;0;1;1;0;0;0;0;0;3
484;Tomáš Satoransk?;SG;30;WAS;8;0;13.8;1.3;2.6;0.476;0.1;0.6;0.2;1.1;2;0.563;0.5;1.1;1.1;1;0.3;1.6;1.9;2.4;0.9;0.4;0.6;1.1;3.8
485;Jordan Schakel;SG;23;WAS;2;0;7;0;3;0;0;1.5;0;0;1.5;0;0;0;0;0;1;0.5;1.5;0;0;0;0;0;0
486;Admiral Schofield;SF;24;ORL;30;1;10.4;1.2;2.8;0.446;0.5;1.6;0.313;0.7;1.2;0.629;0.536;0.2;0.3;0.7;0.4;1.5;1.9;0.6;0.1;0.1;0.5;1.3;3.2
487;Dennis Schröder;SG-PG;28;TOT;58;29;29.2;5;11.7;0.43;1.3;4;0.338;3.7;7.7;0.478;0.487;2.4;2.9;0.844;0.6;2.8;3.4;4.7;0.8;0.1;2.2;2.4;13.8
487;Dennis Schröder;SG;28;BOS;49;25;29.2;5.2;11.9;0.44;1.4;3.9;0.349;3.9;8;0.485;0.497;2.5;3;0.848;0.6;2.8;3.3;4.2;0.8;0.1;2.1;2.4;14.4
487;Dennis Schröder;PG;28;HOU;9;4;28.7;3.8;10.3;0.366;1.2;4.3;0.282;2.6;6;0.426;0.425;2;2.4;0.818;0.7;3.1;3.8;7.1;0.4;0.1;2.7;2.9;10.8
488;Tre Scott;SF;25;CLE;2;0;5.5;1.5;3;0.5;0;0.5;0;1.5;2.5;0.6;0.5;0;0;0;0.5;0.5;1;0;0.5;0.5;0;1;3
489;Jay Scrubb;SG;21;LAC;18;0;6.7;1;2.6;0.391;0.3;1.2;0.286;0.7;1.4;0.48;0.457;0.4;0.6;0.7;0.1;0.8;0.9;0.4;0.2;0.2;0.4;0.5;2.7
490;Wayne Selden;SG;27;NYK;3;0;6.3;0.3;1.3;0.25;0.3;0.7;0.5;0;0.7;0;0.375;0.7;1.3;0.5;0;0.3;0.3;0.3;0;0;0;0.3;1.7
491;Alperen Þengün;C;19;HOU;61;8;19.4;3.2;6.9;0.47;0.4;1.4;0.253;2.9;5.4;0.527;0.496;2.1;3.1;0.686;1.8;3.3;5;2.4;0.9;0.9;2;3;9
492;Collin Sexton;SG;23;CLE;11;11;28.7;6.2;13.7;0.45;1;4.1;0.244;5.2;9.6;0.538;0.487;2.6;3.5;0.744;1.2;2.1;3.3;2.1;0.9;0;2.8;2.3;16
493;Landry Shamet;SG;24;PHO;57;11;20.4;2.5;6.6;0.372;1.7;4.6;0.363;0.8;2;0.395;0.499;1.1;1.3;0.847;0.2;1.6;1.8;1.6;0.4;0.1;0.6;1.3;7.6
494;Day'Ron Sharpe;PF;20;BRK;32;8;12.2;2.7;4.7;0.577;0.1;0.2;0.286;2.6;4.4;0.592;0.584;0.8;1.3;0.585;2.5;2.5;5;0.5;0.3;0.5;0.9;1.9;6.2
495;Pascal Siakam;PF;27;TOR;56;56;37.6;8.4;17.3;0.486;1.1;3.1;0.358;7.3;14.2;0.514;0.519;4.1;5.4;0.744;2;6.4;8.4;5.1;1.3;0.6;2.7;3.4;22
496;Chris Silva;PF;25;TOT;10;0;9.1;0.8;1.5;0.533;0;0;0;0.8;1.5;0.533;0.533;1;1.2;0.833;1.3;2.3;3.6;0.7;0;0.1;0.8;2;2.6
496;Chris Silva;PF;25;MIN;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
496;Chris Silva;PF;25;MIA;9;0;9.8;0.9;1.7;0.533;0;0;0;0.9;1.7;0.533;0.533;1.1;1.3;0.833;1.4;2.4;3.9;0.8;0;0.1;0.9;2.2;2.9
497;Marko Simonovic;C;22;CHI;9;0;3.9;0.4;1.7;0.267;0.1;0.6;0.2;0.3;1.1;0.3;0.3;0.9;1.2;0.727;0.6;0.6;1.1;0;0.1;0.1;0.2;0.7;1.9
498;Anfernee Simons;SG;22;POR;57;30;29.5;6.2;14;0.443;3.1;7.8;0.405;3.1;6.2;0.49;0.555;1.8;2;0.888;0.5;2.2;2.6;3.9;0.5;0.1;2;1.9;17.3
499;Jericho Sims;PF;23;NYK;28;0;9.5;0.6;0.9;0.72;0;0;0;0.6;0.9;0.72;0.72;0.2;0.5;0.429;1.1;2;3.1;0.3;0.2;0.4;0.4;1.4;1.5
500;Deividas Sirvydis;SG;21;DET;3;0;9;0.3;3.3;0.1;0.3;2.3;0.143;0;1;0;0.15;0;0;0;0;2;2;0.3;1;0.3;0;1.3;1
501;Javonte Smart;PG;22;TOT;14;1;11.5;0.8;3.1;0.256;0.3;1.3;0.222;0.5;1.8;0.28;0.302;0.4;0.4;0.833;0.3;1.1;1.4;1;0.3;0.1;0.6;0.8;2.2
501;Javonte Smart;PG;22;MIL;13;1;12.3;0.8;3.3;0.256;0.3;1.4;0.222;0.5;1.9;0.28;0.302;0.4;0.5;0.833;0.3;1.2;1.5;1.1;0.3;0.2;0.7;0.8;2.4
501;Javonte Smart;PG;22;MIA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
502;Marcus Smart;PG;27;BOS;60;60;32.8;4.2;10;0.422;1.6;4.8;0.333;2.6;5.2;0.503;0.502;2.2;2.7;0.802;0.6;3.3;3.9;5.7;1.7;0.3;2.1;2.3;12.2
503;Dennis Smith Jr.;PG;24;POR;37;4;17.2;2.1;5.1;0.418;0.2;0.7;0.222;2;4.4;0.451;0.434;1.1;1.7;0.656;0.5;1.8;2.4;3.6;1.2;0.3;1.4;1.4;5.6
504;Ish Smith;PG;33;TOT;51;1;16;2.5;5.9;0.427;0.4;0.9;0.422;2.2;5;0.428;0.459;0.3;0.5;0.625;0.4;1.6;2;3.3;0.6;0.3;1.1;1.2;5.7
504;Ish Smith;PG;33;CHO;37;1;13.8;2;5;0.395;0.3;0.7;0.4;1.7;4.3;0.394;0.422;0.3;0.5;0.632;0.3;1.2;1.5;2.6;0.5;0.3;1;0.9;4.5
504;Ish Smith;PG;33;WAS;14;0;21.9;4;8.4;0.479;0.6;1.4;0.45;3.4;6.9;0.485;0.517;0.2;0.4;0.6;0.7;2.4;3.1;5.1;0.9;0.5;1.4;2.1;8.9
505;Jalen Smith;PF;21;TOT;43;7;17.4;3;6.1;0.494;0.7;2.2;0.319;2.3;3.9;0.592;0.551;1.5;2;0.767;1.9;4;5.9;0.5;0.3;0.7;0.8;1.8;8.3
505;Jalen Smith;PF;21;PHO;29;4;13.2;2.2;4.7;0.46;0.3;1.3;0.231;1.9;3.4;0.551;0.493;1.4;1.8;0.769;1.9;2.9;4.8;0.2;0.2;0.6;0.8;1.8;6
505;Jalen Smith;PF;21;IND;14;3;26.1;4.8;9;0.532;1.5;3.9;0.382;3.3;5.1;0.648;0.615;1.9;2.4;0.765;1.9;6.2;8.1;1.1;0.4;1;1;1.9;12.9
506;Xavier Sneed;SF;24;TOT;3;0;3.3;0;0.7;0;0;0.7;0;0;0;0;0;0;0;0;0.3;0.3;0.7;0;0;0;0;0.7;0
506;Xavier Sneed;SF;24;MEM;2;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0.5;0.5;1;0;0;0;0;1;0
506;Xavier Sneed;SF;24;UTA;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
507;Tony Snell;SG;30;TOT;49;12;15.8;1.2;3.1;0.392;0.9;2.4;0.353;0.4;0.7;0.529;0.529;0.1;0.1;1;0.3;1.7;2;0.5;0.3;0.2;0.4;1.3;3.4
507;Tony Snell;SG;30;POR;38;10;14.4;0.9;2.6;0.371;0.6;2;0.32;0.3;0.6;0.545;0.495;0.1;0.1;1;0.3;1.6;1.9;0.5;0.2;0.2;0.3;1.2;2.6
507;Tony Snell;SG;30;NOP;11;2;20.9;2.2;5.1;0.429;1.6;4;0.409;0.5;1.1;0.5;0.589;0;0;0;0.4;2.2;2.5;0.5;0.5;0.2;0.6;1.9;6
508;Jaden Springer;SG;19;PHI;2;0;3;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0;0;0;0.5;0.5;1;0;0;1;0.5;0;1
509;Cassius Stanley;SG;22;DET;9;1;17.2;2.1;5.1;0.413;0.4;1.9;0.235;1.7;3.2;0.517;0.457;1.1;1.1;1;0.6;1.6;2.1;0.4;0.6;0.2;0.7;1.9;5.8
510;Nik Stauskas;SG;28;TOT;5;0;5.8;0.8;2;0.4;0.6;1.2;0.5;0.2;0.8;0.25;0.55;0.8;1.2;0.667;0.2;0.4;0.6;0.2;0;0;0;0.2;3
510;Nik Stauskas;SG;28;MIA;2;0;12;1.5;4;0.375;1;2;0.5;0.5;2;0.25;0.5;1.5;2;0.75;0.5;1;1.5;0.5;0;0;0;0.5;5.5
510;Nik Stauskas;SG;28;BOS;3;0;1.7;0.3;0.7;0.5;0.3;0.7;0.5;0;0;0;0.75;0.3;0.7;0.5;0;0;0;0;0;0;0;0;1.3
511;Lance Stephenson;SG-SF;31;TOT;34;1;17.9;3.2;7.1;0.449;0.5;2;0.246;2.7;5.1;0.529;0.484;1.2;1.6;0.75;0.3;2.5;2.9;3.4;0.5;0.1;1.5;2;8.1
511;Lance Stephenson;SF;31;ATL;6;0;11.7;0.8;2.2;0.385;0;0.5;0;0.8;1.7;0.5;0.385;0.2;0.3;0.5;0.2;2.3;2.5;1.8;0;0;0.7;1.3;1.8
511;Lance Stephenson;SG;31;IND;28;1;19.3;3.7;8.2;0.452;0.6;2.4;0.258;3.1;5.9;0.53;0.489;1.5;1.9;0.759;0.4;2.6;2.9;3.8;0.6;0.1;1.7;2.2;9.5
512;Lamar Stevens;PF;24;CLE;50;10;14.2;2;4.3;0.468;0.3;1;0.286;1.7;3.3;0.521;0.5;0.6;0.9;0.652;0.6;1.6;2.2;0.6;0.4;0.3;0.6;1.5;4.9
513;Isaiah Stewart;C;20;DET;58;58;25.7;3.5;6.9;0.509;0.1;0.4;0.16;3.4;6.5;0.532;0.514;1;1.5;0.686;3.2;5.2;8.4;1.1;0.3;1.2;1.3;3;8.1
514;Max Strus;SF;25;MIA;57;10;23.1;3.7;8.3;0.442;2.6;6.5;0.41;1;1.9;0.551;0.601;0.7;0.9;0.776;0.4;2.7;3.1;1.3;0.4;0.2;0.8;1.7;10.7
515;Jalen Suggs;PG;20;ORL;46;43;27.7;4.2;11.7;0.361;0.9;4.1;0.216;3.3;7.5;0.441;0.399;2.7;3.5;0.773;0.6;3.1;3.7;4.4;1.2;0.4;3;3;12.1
516;Craig Sword;SG;28;WAS;3;0;6.3;1;1.3;0.75;0;0.3;0;1;1;1;0.75;0;0;0;0;0;0;0.3;1.3;0;0.3;2.3;2
517;Keifer Sykes;PG;28;IND;26;10;17.5;2.1;5.8;0.355;0.8;2.8;0.292;1.3;3.1;0.413;0.424;0.5;0.6;0.875;0.3;1.3;1.6;2;0.3;0.2;1;1.5;5.5
518;Jae'Sean Tate;SF;26;HOU;65;64;26.9;4.8;9.5;0.508;0.8;2.7;0.301;4;6.9;0.588;0.55;1.8;2.6;0.707;1.7;3.8;5.5;3;0.9;0.6;1.9;3.7;12.3
519;Jayson Tatum;SF;23;BOS;66;66;36.4;9.2;21;0.439;2.9;8.6;0.337;6.3;12.4;0.51;0.508;5.4;6.3;0.854;1.2;7.1;8.3;4.2;1;0.7;2.8;2.4;26.7
520;Terry Taylor;SG;22;IND;21;3;18.3;3.8;6;0.635;0.2;0.7;0.357;3.6;5.3;0.67;0.655;0.8;1.2;0.654;2.8;2.8;5.6;1.2;0.1;0.2;0.5;1.6;8.7
521;Garrett Temple;SG;35;NOP;56;16;18.9;1.9;5;0.383;1;3.1;0.32;0.9;1.9;0.486;0.482;0.5;0.7;0.683;0.5;2;2.5;1.3;0.8;0.4;0.7;1.4;5.4
522;Emanuel Terry;PF;25;PHO;3;0;6;0;1.7;0;0;0;0;0;1.7;0;0;0;0;0;2.7;2.3;5;0.7;0.3;0;1.7;1.3;0
523;Tyrell Terry;PG;21;MEM;2;0;1.5;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0;0;0;0;0;0;0;0;0;0;0.5;1
524;Jon Teske;C;24;MEM;3;0;2.7;0;0.3;0;0;0;0;0;0.3;0;0;0;0.7;0;0;0.7;0.7;0.3;0.3;0;0;0.3;0
525;Daniel Theis;C;29;TOT;35;21;19.7;2.7;5.6;0.482;0.7;2.4;0.294;2;3.2;0.625;0.546;1;1.5;0.648;1.1;3.7;4.7;0.8;0.4;0.7;1;2.3;7.1
525;Daniel Theis;C;29;HOU;26;21;22.5;3.2;6.9;0.469;0.9;3;0.291;2.3;3.8;0.61;0.534;1;1.5;0.675;1.2;3.8;5;0.8;0.4;0.7;1.2;2.4;8.4
525;Daniel Theis;C;29;BOS;9;0;11.9;1.2;2;0.611;0.2;0.7;0.333;1;1.3;0.75;0.667;0.9;1.6;0.571;0.6;3.3;3.9;0.9;0.2;0.9;0.6;1.9;3.6
526;Brodric Thomas;SG;25;BOS;9;0;4.9;0.6;1.4;0.385;0.1;0.8;0.143;0.4;0.7;0.667;0.423;0.2;0.4;0.5;0.2;0.4;0.7;0.7;0;0.1;0.4;0.7;1.4
527;Cam Thomas;SG;20;BRK;58;2;18.4;3.5;8.1;0.434;0.8;2.9;0.271;2.7;5.2;0.523;0.482;1.3;1.5;0.831;0.2;2.2;2.4;1.3;0.5;0.1;0.9;1;9.1
528;Isaiah Thomas;PG;32;TOT;10;1;18;3;8.4;0.357;1.5;4.6;0.326;1.5;3.8;0.395;0.446;1.1;1.4;0.786;0.3;1.3;1.6;2.1;0.3;0.3;0.7;1.5;8.6
528;Isaiah Thomas;PG;32;LAL;4;1;25.3;3;9.8;0.308;1.3;5.5;0.227;1.8;4.3;0.412;0.372;2;2.8;0.727;0.3;1.8;2;1.5;0;0.5;1.3;3;9.3
528;Isaiah Thomas;PG;32;DAL;1;0;13;3;8;0.375;0;3;0;3;5;0.6;0.375;0;0;0;0;0;0;4;0;0;0;0;6
528;Isaiah Thomas;PG;32;CHO;5;0;13.2;3;7.4;0.405;2;4.2;0.476;1;3.2;0.313;0.541;0.6;0.6;1;0.4;1.2;1.6;2.2;0.6;0.2;0.4;0.6;8.6
529;Matt Thomas;SG;27;CHI;38;0;11.9;1.4;3.4;0.4;0.9;2.3;0.375;0.5;1.1;0.452;0.527;0.4;0.5;0.8;0.1;1.2;1.3;0.5;0.2;0.1;0.2;0.5;4
530;Klay Thompson;SG;31;GSW;24;24;27.3;6.7;16.2;0.412;2.9;8.2;0.355;3.8;8;0.471;0.503;1.6;1.8;0.905;0.5;3.5;4;2.8;0.5;0.7;1.3;1.5;17.8
531;Tristan Thompson;PF;30;TOT;44;5;16;2.5;4.8;0.524;0;0;0.5;2.5;4.7;0.524;0.526;1.2;2.2;0.537;2.1;3;5.2;0.6;0.4;0.4;0.9;1.9;6.2
531;Tristan Thompson;PF;30;SAC;30;3;15.2;2.5;5;0.503;0;0;1;2.5;5;0.5;0.507;1.1;2;0.533;2.4;3;5.4;0.6;0.4;0.4;1;1.7;6.2
531;Tristan Thompson;PF;30;IND;4;0;16.5;3.3;6;0.542;0;0;0;3.3;6;0.542;0.542;0.8;2;0.375;1.8;2.8;4.5;0.5;0;0.5;1;1.8;7.3
531;Tristan Thompson;PF;30;CHI;10;2;18.1;2.1;3.5;0.6;0;0.1;0;2.1;3.4;0.618;0.6;1.6;2.7;0.593;1.4;3.4;4.8;0.5;0.8;0.2;0.7;2.5;5.8
532;JT Thor;PF;19;CHO;27;0;8.9;0.9;2;0.453;0.3;1;0.269;0.6;1;0.63;0.519;0.4;0.5;0.714;0.4;1;1.4;0.7;0.3;0.4;0.3;0.9;2.4
533;Matisse Thybulle;SG;24;PHI;53;38;25.9;2.3;4.7;0.482;0.7;2.3;0.29;1.6;2.4;0.669;0.554;0.4;0.6;0.742;0.6;1.8;2.4;1.1;1.7;1.1;0.7;2.4;5.7
534;Killian Tillie;C;23;MEM;36;3;12.8;1.2;3.5;0.339;0.8;2.4;0.314;0.4;1.1;0.39;0.445;0.1;0.2;0.625;0.6;1.1;1.7;0.6;0.6;0.4;0.4;1.6;3.3
535;Xavier Tillman Sr.;PF;23;MEM;43;0;12.3;1.7;3.7;0.46;0.2;0.9;0.237;1.5;2.9;0.528;0.488;0.7;1.1;0.646;1.1;1.7;2.7;0.9;1;0.3;0.7;1.2;4.4
